lat,lon,time,SIS,SID
46.05000305175781,5.0999979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.1500020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.200005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.3000030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.3499979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.4000020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.450005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.5500030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.5999979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.6500020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.700005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.8000030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.8499979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.9000020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,5.950005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.0500030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.0999979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.1500020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.200005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.3000030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.3499979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.4000020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.450005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.5500030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.5999979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.6500020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.700005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.8000030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.8499979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.9000020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,6.950005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.0500030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.0999979972839355,2021-05-07T00:30:00,0.0,0.0
